#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
192005	855420	853128	35541	33467	YNL297C	YGR214W	MON2	RPS0A	YSL2	NAB1|NAB1A|YST1|ribosomal 40S subunit protein S0A|S2|S0A|L000001226|L000001225	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P48563	-	NP_014102	P32905	-	NP_011730	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192006	852044	853106	32490	33445	YDR434W	YGR192C	GPI17	TDH3	-	GLD1|HSP35|HSP36|SSS2|glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH3|GAPDH|GPD|L000002274	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q04080	-	NP_010722	P00359	-	NP_011708	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192007	852044	854889	32490	35056	YDR434W	YML085C	GPI17	TUB1	-	alpha-tubulin TUB1|L000002387	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q04080	-	NP_010722	P09733	-	NP_013625	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192008	853827	852044	34093	32490	YKL039W	YDR434W	PTM1	GPI17	L000001524	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32857	-	NP_012885	Q04080	-	NP_010722	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192009	853827	853106	34093	33445	YKL039W	YGR192C	PTM1	TDH3	L000001524	GLD1|HSP35|HSP36|SSS2|glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH3|GAPDH|GPD|L000002274	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32857	-	NP_012885	P00359	-	NP_011708	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192010	851196	854229	31730	34462	YAL035W	YOR063W	FUN12	RPL3	yIF2|translation initiation factor eIF5B|eIF5B|L000000635	MAK8|TCM1|YOR29-14|ribosomal 60S subunit protein L3|rp1|YL1|L3	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39730	-	NP_009365	P14126	-	NP_014706	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192011	851196	852853	31730	33216	YAL035W	YGL030W	FUN12	RPL30	yIF2|translation initiation factor eIF5B|eIF5B|L000000635	ribosomal 60S subunit protein L30|L30e|rp73|YL38|L32|L30|L000001726	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39730	-	NP_009365	P14120	-	NP_011485	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192012	851196	856352	31730	36389	YAL035W	YHL033C	FUN12	RPL8A	yIF2|translation initiation factor eIF5B|eIF5B|L000000635	MAK7|ribosomal 60S subunit protein L8A|L8e|rp6|YL5|L8A|L4A|L000000981|L000001704	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39730	-	NP_009365	P17076	-	NP_011830	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192013	851196	850682	31730	31269	YAL035W	YLL045C	FUN12	RPL8B	yIF2|translation initiation factor eIF5B|eIF5B|L000000635	KRB1|SCL41|ribosomal 60S subunit protein L8B|L8e|rp6|YL5|L8B|L4B|L000000911|L000001705	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39730	-	NP_009365	P29453	-	NP_013055	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192014	851196	855543	31730	35653	YAL035W	YNL178W	FUN12	RPS3	yIF2|translation initiation factor eIF5B|eIF5B|L000000635	SUF14|ribosomal 40S subunit protein S3|rp13|YS3|S3|L000002161|L000001749	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39730	-	NP_009365	P05750	-	NP_014221	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192015	851196	853587	31730	33879	YAL035W	YJR123W	FUN12	RPS5	yIF2|translation initiation factor eIF5B|eIF5B|L000000635	ribosomal 40S subunit protein S5|S7|rp14|YS8|S5|S2|L000002821	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39730	-	NP_009365	P26783	-	NP_012657	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192016	856758	851196	36771	31730	YER036C	YAL035W	ARB1	FUN12	ATP-binding cassette family ATPase ARB1	yIF2|translation initiation factor eIF5B|eIF5B|L000000635	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40024	-	NP_010953	P39730	-	NP_009365	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192017	856758	856656	36771	36675	YER036C	YEL054C	ARB1	RPL12A	ATP-binding cassette family ATPase ARB1	ribosomal 60S subunit protein L12A|L11|YL23|L15A|L12A|L000001712	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40024	-	NP_010953	P0CX53|P0CX54	-	NP_010860	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192018	856758	850682	36771	31269	YER036C	YLL045C	ARB1	RPL8B	ATP-binding cassette family ATPase ARB1	KRB1|SCL41|ribosomal 60S subunit protein L8B|L8e|rp6|YL5|L8B|L4B|L000000911|L000001705	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40024	-	NP_010953	P29453	-	NP_013055	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192019	856758	855543	36771	35653	YER036C	YNL178W	ARB1	RPS3	ATP-binding cassette family ATPase ARB1	SUF14|ribosomal 40S subunit protein S3|rp13|YS3|S3|L000002161|L000001749	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40024	-	NP_010953	P05750	-	NP_014221	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192020	856758	853610	36771	33901	YER036C	YJR145C	ARB1	RPS4A	ATP-binding cassette family ATPase ARB1	ribosomal 40S subunit protein S4A|S4e|rp5|YS6|S7A|S4A|L000001751	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40024	-	NP_010953	P0CX36|P0CX35	-	NP_012679	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192021	852659	855143	33043	35292	YGL213C	YMR116C	SKI8	ASC1	REC103|SKI complex subunit WD repeat protein SKI8|L000001906	ASU9|CPC2|NAD1|guanine nucleotide-binding protein subunit beta|L000003529|L000000135|S000029045	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q02793	-	NP_011302	P38011	-	NP_013834	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192022	852659	851114	33043	31657	YGL213C	YLR398C	SKI8	SKI2	REC103|SKI complex subunit WD repeat protein SKI8|L000001906	SKI complex RNA helicase subunit SKI2|L000001903	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q02793	-	NP_011302	P35207	-	NP_013502	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192023	852659	856319	33043	36361	YGL213C	YPR189W	SKI8	SKI3	REC103|SKI complex subunit WD repeat protein SKI8|L000001906	SKI5|SKI complex subunit tetratricopeptide repeat protein SKI3|L000001904	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q02793	-	NP_011302	P17883	-	NP_015515	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192024	853071	855143	33414	35292	YGR162W	YMR116C	TIF4631	ASC1	eiF4G1|L000002309	ASU9|CPC2|NAD1|guanine nucleotide-binding protein subunit beta|L000003529|L000000135|S000029045	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39935	-	NP_011678	P38011	-	NP_013834	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192025	853071	852853	33414	33216	YGR162W	YGL030W	TIF4631	RPL30	eiF4G1|L000002309	ribosomal 60S subunit protein L30|L30e|rp73|YL38|L32|L30|L000001726	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39935	-	NP_011678	P14120	-	NP_011485	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192026	853071	850682	33414	31269	YGR162W	YLL045C	TIF4631	RPL8B	eiF4G1|L000002309	KRB1|SCL41|ribosomal 60S subunit protein L8B|L8e|rp6|YL5|L8B|L4B|L000000911|L000001705	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39935	-	NP_011678	P29453	-	NP_013055	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192027	853071	851636	33414	32119	YGR162W	YDR064W	TIF4631	RPS13	eiF4G1|L000002309	RPS13B|RPS13C|ribosomal 40S subunit protein S13|YS15|S27a|S15|S13|L000002900|L000002655	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39935	-	NP_011678	P05756	-	NP_010349	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192028	853071	853610	33414	33901	YGR162W	YJR145C	TIF4631	RPS4A	eiF4G1|L000002309	ribosomal 40S subunit protein S4A|S4e|rp5|YS6|S7A|S4A|L000001751	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39935	-	NP_011678	P0CX36|P0CX35	-	NP_012679	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192029	853202	855143	33535	35292	YGR285C	YMR116C	ZUO1	ASC1	zuotin|L000002571	ASU9|CPC2|NAD1|guanine nucleotide-binding protein subunit beta|L000003529|L000000135|S000029045	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P38011	-	NP_013834	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192030	853202	852378	33535	32788	YGR285C	YBR084W	ZUO1	MIS1	zuotin|L000002571	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1|L000001115	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P09440	-	NP_009640	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192031	853202	856656	33535	36675	YGR285C	YEL054C	ZUO1	RPL12A	zuotin|L000002571	ribosomal 60S subunit protein L12A|L11|YL23|L15A|L12A|L000001712	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P0CX53|P0CX54	-	NP_010860	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192032	853202	853993	33535	34248	YGR285C	YOL127W	ZUO1	RPL25	zuotin|L000002571	ribosomal 60S subunit protein L25|L23|rpl6L|YL25|L25|L000001722	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P04456	-	NP_014514	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192033	853202	856401	33535	36437	YGR285C	YHR010W	ZUO1	RPL27A	zuotin|L000002571	RPL27|ribosomal 60S subunit protein L27A|L27e|L27A|L000002708	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P0C2H6	-	NP_011874	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192034	853202	854229	33535	34462	YGR285C	YOR063W	ZUO1	RPL3	zuotin|L000002571	MAK8|TCM1|YOR29-14|ribosomal 60S subunit protein L3|rp1|YL1|L3	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P14126	-	NP_014706	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192035	853202	852853	33535	33216	YGR285C	YGL030W	ZUO1	RPL30	zuotin|L000002571	ribosomal 60S subunit protein L30|L30e|rp73|YL38|L32|L30|L000001726	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P14120	-	NP_011485	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192036	853202	851589	33535	32075	YGR285C	YDR025W	ZUO1	RPS11A	zuotin|L000002571	ribosomal 40S subunit protein S11A|S17|rp41A|YS12|S18A|S11A|L000001757	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P0CX47|P0CX48	-	NP_010308	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192037	853202	851636	33535	32119	YGR285C	YDR064W	ZUO1	RPS13	zuotin|L000002571	RPS13B|RPS13C|ribosomal 40S subunit protein S13|YS15|S27a|S15|S13|L000002900|L000002655	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P05756	-	NP_010349	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192038	853202	853931	33535	34188	YGR285C	YKR057W	ZUO1	RPS21A	zuotin|L000002571	RPS25|ribosomal 40S subunit protein S21A|S21e|YS25|S26A|S21A|L000001761	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P0C0V8	-	NP_012983	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192039	853202	855543	33535	35653	YGR285C	YNL178W	ZUO1	RPS3	zuotin|L000002571	SUF14|ribosomal 40S subunit protein S3|rp13|YS3|S3|L000002161|L000001749	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P05750	-	NP_014221	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192040	853202	856319	33535	36361	YGR285C	YPR189W	ZUO1	SKI3	zuotin|L000002571	SKI5|SKI complex subunit tetratricopeptide repeat protein SKI3|L000001904	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P17883	-	NP_015515	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192041	853202	853071	33535	33414	YGR285C	YGR162W	ZUO1	TIF4631	zuotin|L000002571	eiF4G1|L000002309	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32527	-	NP_011801	P39935	-	NP_011678	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192042	856461	855143	36496	35292	YHR064C	YMR116C	SSZ1	ASC1	PDR13|L000004029	ASU9|CPC2|NAD1|guanine nucleotide-binding protein subunit beta|L000003529|L000000135|S000029045	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P38011	-	NP_013834	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192043	856461	852378	36496	32788	YHR064C	YBR084W	SSZ1	MIS1	PDR13|L000004029	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1|L000001115	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P09440	-	NP_009640	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192044	856461	852646	36496	33033	YHR064C	YGL246C	SSZ1	RAI1	PDR13|L000004029	S000007430	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P53063	-	NP_011268	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192045	856461	854213	36496	34449	YHR064C	YOR048C	SSZ1	RAT1	PDR13|L000004029	HKE1|TAP1|XRN2|ssRNA exonuclease RAT1|L000001584	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	Q02792	-	NP_014691	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192046	856461	850764	36496	31349	YHR064C	YLR075W	SSZ1	RPL10	PDR13|L000004029	GRC5|QSR1|ribosomal 60S subunit protein L10|L16|L10|L000000727	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P41805	-	NP_013176	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192047	856461	856656	36496	36675	YHR064C	YEL054C	SSZ1	RPL12A	PDR13|L000004029	ribosomal 60S subunit protein L12A|L11|YL23|L15A|L12A|L000001712	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P0CX53|P0CX54	-	NP_010860	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192048	856461	856401	36496	36437	YHR064C	YHR010W	SSZ1	RPL27A	PDR13|L000004029	RPL27|ribosomal 60S subunit protein L27A|L27e|L27A|L000002708	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P0C2H6	-	NP_011874	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192049	856461	854229	36496	34462	YHR064C	YOR063W	SSZ1	RPL3	PDR13|L000004029	MAK8|TCM1|YOR29-14|ribosomal 60S subunit protein L3|rp1|YL1|L3	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P14126	-	NP_014706	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192050	856461	856352	36496	36389	YHR064C	YHL033C	SSZ1	RPL8A	PDR13|L000004029	MAK7|ribosomal 60S subunit protein L8A|L8e|rp6|YL5|L8A|L4A|L000000981|L000001704	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P17076	-	NP_011830	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192051	856461	851636	36496	32119	YHR064C	YDR064W	SSZ1	RPS13	PDR13|L000004029	RPS13B|RPS13C|ribosomal 40S subunit protein S13|YS15|S27a|S15|S13|L000002900|L000002655	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P05756	-	NP_010349	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192052	856461	852058	36496	32502	YHR064C	YDR447C	SSZ1	RPS17B	PDR13|L000004029	RP51B|RPL51B|ribosomal 40S subunit protein S17B|S17e|S17B|L000001670|L000001741	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P14127	-	NP_010735	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192053	856461	853249	36496	33573	YHR064C	YJL190C	SSZ1	RPS22A	PDR13|L000004029	RPS24|ribosomal 40S subunit protein S22A|S8|rp50|YS22|S24A|S22A|L000003150|L000001760	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P0C0W1	-	NP_012345	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192054	856461	855543	36496	35653	YHR064C	YNL178W	SSZ1	RPS3	PDR13|L000004029	SUF14|ribosomal 40S subunit protein S3|rp13|YS3|S3|L000002161|L000001749	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P05750	-	NP_014221	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192055	856461	856319	36496	36361	YHR064C	YPR189W	SSZ1	SKI3	PDR13|L000004029	SKI5|SKI complex subunit tetratricopeptide repeat protein SKI3|L000001904	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P17883	-	NP_015515	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192056	856461	853071	36496	33414	YHR064C	YGR162W	SSZ1	TIF4631	PDR13|L000004029	eiF4G1|L000002309	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38788	-	NP_011931	P39935	-	NP_011678	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192057	853365	850764	33676	31349	YJL080C	YLR075W	SCP160	RPL10	L000001817	GRC5|QSR1|ribosomal 60S subunit protein L10|L16|L10|L000000727	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P06105	-	NP_012455	P41805	-	NP_013176	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192058	853365	856401	33676	36437	YJL080C	YHR010W	SCP160	RPL27A	L000001817	RPL27|ribosomal 60S subunit protein L27A|L27e|L27A|L000002708	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P06105	-	NP_012455	P0C2H6	-	NP_011874	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192059	853365	852853	33676	33216	YJL080C	YGL030W	SCP160	RPL30	L000001817	ribosomal 60S subunit protein L30|L30e|rp73|YL38|L32|L30|L000001726	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P06105	-	NP_012455	P14120	-	NP_011485	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192060	851114	856319	31657	36361	YLR398C	YPR189W	SKI2	SKI3	SKI complex RNA helicase subunit SKI2|L000001903	SKI5|SKI complex subunit tetratricopeptide repeat protein SKI3|L000001904	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P35207	-	NP_013502	P17883	-	NP_015515	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192061	851114	852659	31657	33043	YLR398C	YGL213C	SKI2	SKI8	SKI complex RNA helicase subunit SKI2|L000001903	REC103|SKI complex subunit WD repeat protein SKI8|L000001906	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P35207	-	NP_013502	Q02793	-	NP_011302	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
192062	856319	855143	36361	35292	YPR189W	YMR116C	SKI3	ASC1	SKI5|SKI complex subunit tetratricopeptide repeat protein SKI3|L000001904	ASU9|CPC2|NAD1|guanine nucleotide-binding protein subunit beta|L000003529|L000000135|S000029045	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P17883	-	NP_015515	P38011	-	NP_013834	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
